s,p,o
http://xmlns.com/foaf/0.1/age,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/age,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,unstable
http://xmlns.com/foaf/0.1/age,http://www.w3.org/2000/01/rdf-schema#label,age
http://xmlns.com/foaf/0.1/age,http://www.w3.org/2000/01/rdf-schema#comment,The age in years of some agent.
http://xmlns.com/foaf/0.1/age,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#FunctionalProperty
http://xmlns.com/foaf/0.1/age,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/age,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/age,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/age,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/2000/01/rdf-schema#label,Coastal
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Environmental_Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Hills
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#OffShore
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#OnShip
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Plains
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Space
http://xmlns.com/foaf/0.1/surname,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/surname,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,archaic
http://xmlns.com/foaf/0.1/surname,http://www.w3.org/2000/01/rdf-schema#label,Surname
http://xmlns.com/foaf/0.1/surname,http://www.w3.org/2000/01/rdf-schema#comment,The surname of some person.
http://xmlns.com/foaf/0.1/surname,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/surname,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Person
http://xmlns.com/foaf/0.1/surname,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/surname,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#Project,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#Project,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b0
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/2002/07/owl#equivalentProperty,http://purl.org/dc/terms/creator
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,stable
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/2002/07/owl#inverseOf,http://xmlns.com/foaf/0.1/made
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/2000/01/rdf-schema#label,maker
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/2000/01/rdf-schema#comment,An agent that  made this thing.
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/maker,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#mailingLists,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#title,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Region,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Region,http://www.w3.org/2000/01/rdf-schema#label,Region
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#title,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#title,http://www.w3.org/2000/01/rdf-schema#label,title
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#AdministrativeStaff,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#AdministrativeStaff,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#Employee
http://www.mindswap.org/ontologies/debugging/university.owl#Library,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/2000/01/rdf-schema#label,depiction
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/2000/01/rdf-schema#comment,A depiction of some thing.
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Image
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/2002/07/owl#inverseOf,http://xmlns.com/foaf/0.1/depicts
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#researchInterest,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#researchInterest,http://www.w3.org/2000/01/rdf-schema#label,is researching
http://xmlns.com/foaf/0.1/geekcode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/geekcode,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,archaic
http://xmlns.com/foaf/0.1/geekcode,http://www.w3.org/2000/01/rdf-schema#label,geekcode
http://xmlns.com/foaf/0.1/geekcode,http://www.w3.org/2000/01/rdf-schema#comment,"A textual geekcode for this person, see http://www.geekcode.com/geek.html"
http://xmlns.com/foaf/0.1/geekcode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/geekcode,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Person
http://xmlns.com/foaf/0.1/geekcode,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/geekcode,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#Faculty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#Faculty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#Employee
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#dateOfLastModification,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#volume,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/2000/01/rdf-schema#label,Mountains
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Environmental_Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Coastal
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Hills
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#OffShore
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#OnShip
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Plains
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mountains,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Space
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#hasStartTime,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#hasStartTime,http://www.w3.org/2000/01/rdf-schema#domain,file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#Event
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#hasStartTime,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#dateTime
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild,http://www.w3.org/2000/01/rdf-schema#label,Mild
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Climatic_Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Arctic
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Subtropical
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical
http://www.mindswap.org/ontologies/debugging/university.owl#Network,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://www.mindswap.org/ontologies/debugging/university.owl#Network,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://xmlns.com/foaf/0.1/knows,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/knows,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,stable
http://xmlns.com/foaf/0.1/knows,http://www.w3.org/2000/01/rdf-schema#label,knows
http://xmlns.com/foaf/0.1/knows,http://www.w3.org/2000/01/rdf-schema#comment,A person known by this person (indicating some level of reciprocated interaction between the parties).
http://xmlns.com/foaf/0.1/knows,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/knows,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Person
http://xmlns.com/foaf/0.1/knows,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Person
http://xmlns.com/foaf/0.1/knows,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://www.w3.org/2000/01/rdf-schema#label,Spatial Thing
http://xmlns.com/foaf/0.1/OnlineAccount,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://xmlns.com/foaf/0.1/OnlineAccount,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/OnlineAccount,http://www.w3.org/2000/01/rdf-schema#label,Online Account
http://xmlns.com/foaf/0.1/OnlineAccount,http://www.w3.org/2000/01/rdf-schema#comment,An online account.
http://xmlns.com/foaf/0.1/OnlineAccount,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://xmlns.com/foaf/0.1/OnlineAccount,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/OnlineAccount,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://xmlns.com/foaf/0.1/nick
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#InverseFunctionalProperty
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/2000/01/rdf-schema#label,MSN chat ID
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/2000/01/rdf-schema#comment,An MSN chat ID
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/msnChatID,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/2000/01/rdf-schema#label,Yahoo chat ID
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/2000/01/rdf-schema#comment,A Yahoo chat ID
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://xmlns.com/foaf/0.1/nick
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/yahooChatID,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#InverseFunctionalProperty
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#telephone,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#telephone,http://www.w3.org/2000/01/rdf-schema#label,telephone number
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#ResearchGroup,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#ResearchGroup,http://www.w3.org/2000/01/rdf-schema#subClassOf,file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#College
http://www.mindswap.org/ontologies/debugging/university.owl#AI,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://www.mindswap.org/ontologies/debugging/university.owl#AI,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#Meeting,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#Meeting,http://www.w3.org/2000/01/rdf-schema#subClassOf,file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#Event
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#Meeting,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b1
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#Meeting,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b2
http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/2000/01/rdf-schema#label,Given name
http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/2000/01/rdf-schema#comment,The given name of some person.
http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/thumbnail,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/thumbnail,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/thumbnail,http://www.w3.org/2000/01/rdf-schema#label,thumbnail
http://xmlns.com/foaf/0.1/thumbnail,http://www.w3.org/2000/01/rdf-schema#comment,A derived thumbnail image.
http://xmlns.com/foaf/0.1/thumbnail,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/thumbnail,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Image
http://xmlns.com/foaf/0.1/thumbnail,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Image
http://xmlns.com/foaf/0.1/thumbnail,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/OnlineChatAccount,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://xmlns.com/foaf/0.1/OnlineChatAccount,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,unstable
http://xmlns.com/foaf/0.1/OnlineChatAccount,http://www.w3.org/2000/01/rdf-schema#label,Online Chat Account
http://xmlns.com/foaf/0.1/OnlineChatAccount,http://www.w3.org/2000/01/rdf-schema#comment,An online chat account.
http://xmlns.com/foaf/0.1/OnlineChatAccount,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://xmlns.com/foaf/0.1/OnlineChatAccount,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://xmlns.com/foaf/0.1/OnlineAccount
http://xmlns.com/foaf/0.1/OnlineChatAccount,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#year,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/fundedBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/fundedBy,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,archaic
http://xmlns.com/foaf/0.1/fundedBy,http://www.w3.org/2000/01/rdf-schema#label,funded by
http://xmlns.com/foaf/0.1/fundedBy,http://www.w3.org/2000/01/rdf-schema#comment,An organization funding a project or person.
http://xmlns.com/foaf/0.1/fundedBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/fundedBy,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/fundedBy,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/fundedBy,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#AssociateProfessor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#AssociateProfessor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#Professor
_:b2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b2,http://www.w3.org/2002/07/owl#onProperty,file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#hasStartDate
_:b2,http://www.w3.org/2002/07/owl#cardinality,1
http://xmlns.com/foaf/0.1/accountName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/accountName,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/accountName,http://www.w3.org/2000/01/rdf-schema#label,account name
http://xmlns.com/foaf/0.1/accountName,http://www.w3.org/2000/01/rdf-schema#comment,Indicates the name (identifier) associated with this online account.
http://xmlns.com/foaf/0.1/accountName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/accountName,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/OnlineAccount
http://xmlns.com/foaf/0.1/accountName,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/accountName,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
_:b3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b3,http://www.w3.org/2002/07/owl#onProperty,http://www.semanticweb.org/ontologies/2012/4/Ontology1336557684515.owl#year
_:b3,http://www.w3.org/2002/07/owl#allValuesFrom,http://www.w3.org/2001/XMLSchema#integer
