0,0.1,0.2
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,AL
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/measurement#Measurement
,http://telegraphis.net/ontology/measurement/measurement#quantityMeasured,http://www.telegraphis.net/ontology/measurement/quantity#Area
,http://telegraphis.net/ontology/measurement/measurement#unit,http://www.telegraphis.net/ontology/measurement/metric#SquareKilometre
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,337030
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#isoAlpha2,MK
http://telegraphis.net/data/countries/MK#MK,http://www.geonames.org/ontology#population,2061000
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#landArea,
http://telegraphis.net/data/countries/MK#MK,http://www.w3.org/2002/07/owl#sameAs,http://www4.wiwiss.fu-berlin.de/factbook/resource/Macedonia
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#isoShortName,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF"
http://telegraphis.net/data/countries/MK#MK,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Macedonia
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#onContinent,http://telegraphis.net/data/continents/EU#EU
http://telegraphis.net/data/countries/MK#MK,http://www.w3.org/2002/07/owl#sameAs,http://sws.geonames.org/718075/
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#isoAlpha3,MKD
http://telegraphis.net/data/countries/MK#MK,http://www.w3.org/2002/07/owl#sameAs,http://www.geonames.org/countries/#MK
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#isoShortName,"MACÉDOINE, L'EX-RÉPUBLIQUE YOUGOSLAVE DE"
http://telegraphis.net/data/countries/MK#MK,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.geonames.org/ontology#Country
http://telegraphis.net/data/countries/MK#MK,http://www.geonames.org/ontology#featureCode,http://www.geonames.org/ontology#A.PCL
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/MK#MK,http://www.geonames.org/ontology#name,Macedonia
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#isoNumeric,807
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#currency,http://telegraphis.net/data/currencies/MKD#MKD
http://telegraphis.net/data/countries/MK#MK,http://www.geonames.org/ontology#featureClass,http://www.geonames.org/ontology#A
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/geography/geography#capital,http://telegraphis.net/data/capitals/MK/Skopje#Skopje
http://telegraphis.net/data/countries/MK#MK,http://telegraphis.net/ontology/measurement/code#hasCode,
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/code#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#iso31661al3
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,IRL
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/measurement#Measurement
,http://telegraphis.net/ontology/measurement/measurement#quantityMeasured,http://www.telegraphis.net/ontology/measurement/quantity#Area
,http://telegraphis.net/ontology/measurement/measurement#unit,http://www.telegraphis.net/ontology/measurement/metric#SquareKilometre
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,1399
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/geography/geography#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#fips
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,LY
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/measurement#Measurement
,http://telegraphis.net/ontology/measurement/measurement#quantityMeasured,http://www.telegraphis.net/ontology/measurement/quantity#Area
,http://telegraphis.net/ontology/measurement/measurement#unit,http://www.telegraphis.net/ontology/measurement/metric#SquareKilometre
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,1960582
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/code#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#iso31661al2
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,AE
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/code#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#iso31661al2
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,EH
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/code#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#iso31661al3
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,KOR
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#isoAlpha3,IND
http://telegraphis.net/data/countries/IN#IN,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.geonames.org/ontology#Country
http://telegraphis.net/data/countries/IN#IN,http://www.w3.org/2002/07/owl#sameAs,http://www4.wiwiss.fu-berlin.de/factbook/resource/India
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#isoShortName,INDIA
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#currency,http://telegraphis.net/data/currencies/INR#INR
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#isoAlpha2,IN
http://telegraphis.net/data/countries/IN#IN,http://www.w3.org/2002/07/owl#sameAs,http://www.geonames.org/countries/#IN
http://telegraphis.net/data/countries/IN#IN,http://www.geonames.org/ontology#population,1147995000
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#onContinent,http://telegraphis.net/data/continents/AS#AS
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#isoNumeric,356
http://telegraphis.net/data/countries/IN#IN,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/India
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#landArea,
http://telegraphis.net/data/countries/IN#IN,http://www.w3.org/2002/07/owl#sameAs,http://sws.geonames.org/1269750/
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#capital,http://telegraphis.net/data/capitals/IN/New_Delhi#NewDelhi
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/geography/geography#isoShortName,INDE
http://telegraphis.net/data/countries/IN#IN,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/IN#IN,http://www.geonames.org/ontology#featureClass,http://www.geonames.org/ontology#A
http://telegraphis.net/data/countries/IN#IN,http://www.geonames.org/ontology#featureCode,http://www.geonames.org/ontology#A.PCL
http://telegraphis.net/data/countries/IN#IN,http://www.geonames.org/ontology#name,India
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/measurement#Measurement
,http://telegraphis.net/ontology/measurement/measurement#quantityMeasured,http://www.telegraphis.net/ontology/measurement/quantity#Area
,http://telegraphis.net/ontology/measurement/measurement#unit,http://www.telegraphis.net/ontology/measurement/metric#SquareKilometre
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,1284000
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/code#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#iso31661al2
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,RO
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/geography/geography#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#fips
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,BC
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/code#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#iso31661num
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,296
http://telegraphis.net/data/countries/VN#VN,http://www.w3.org/2002/07/owl#sameAs,http://www4.wiwiss.fu-berlin.de/factbook/resource/Vietnam
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#capital,http://telegraphis.net/data/capitals/VN/Hanoi#Hanoi
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/VN#VN,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.geonames.org/ontology#Country
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#isoAlpha2,VN
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#isoNumeric,704
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#currency,http://telegraphis.net/data/currencies/VND#VND
http://telegraphis.net/data/countries/VN#VN,http://www.w3.org/2002/07/owl#sameAs,http://sws.geonames.org/1562822/
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#landArea,
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#isoShortName,VIET NAM
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#isoShortName,VIET NAM
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/VN#VN,http://www.geonames.org/ontology#name,Vietnam
http://telegraphis.net/data/countries/VN#VN,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Vietnam
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#onContinent,http://telegraphis.net/data/continents/AS#AS
http://telegraphis.net/data/countries/VN#VN,http://www.w3.org/2002/07/owl#sameAs,http://www.geonames.org/countries/#VN
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/VN#VN,http://telegraphis.net/ontology/geography/geography#isoAlpha3,VNM
http://telegraphis.net/data/countries/VN#VN,http://www.geonames.org/ontology#featureCode,http://www.geonames.org/ontology#A.PCL
http://telegraphis.net/data/countries/VN#VN,http://www.geonames.org/ontology#population,86116000
http://telegraphis.net/data/countries/VN#VN,http://www.geonames.org/ontology#featureClass,http://www.geonames.org/ontology#A
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/code#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#iso31661al2
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,SV
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/measurement#Measurement
,http://telegraphis.net/ontology/measurement/measurement#quantityMeasured,http://www.telegraphis.net/ontology/measurement/quantity#Area
,http://telegraphis.net/ontology/measurement/measurement#unit,http://www.telegraphis.net/ontology/measurement/metric#SquareKilometre
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,13940
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/geography/geography#Code
,http://telegraphis.net/ontology/measurement/code#inCodeScheme,http://telegraphis.net/data/countries/codeSchemes#fips
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,HK
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#isoShortName,BELIZE
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#isoShortName,BELIZE
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#onContinent,http://telegraphis.net/data/continents/NA#NA
http://telegraphis.net/data/countries/BZ#BZ,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.geonames.org/ontology#Country
http://telegraphis.net/data/countries/BZ#BZ,http://www.w3.org/2002/07/owl#sameAs,http://sws.geonames.org/3582678/
http://telegraphis.net/data/countries/BZ#BZ,http://www.geonames.org/ontology#name,Belize
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/BZ#BZ,http://www.geonames.org/ontology#featureClass,http://www.geonames.org/ontology#A
http://telegraphis.net/data/countries/BZ#BZ,http://www.w3.org/2002/07/owl#sameAs,http://www4.wiwiss.fu-berlin.de/factbook/resource/Belize
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#isoAlpha3,BLZ
http://telegraphis.net/data/countries/BZ#BZ,http://www.w3.org/2002/07/owl#sameAs,http://www.geonames.org/countries/#BZ
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#currency,http://telegraphis.net/data/currencies/BZD#BZD
http://telegraphis.net/data/countries/BZ#BZ,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Belize
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#capital,http://telegraphis.net/data/capitals/BZ/Belmopan#Belmopan
http://telegraphis.net/data/countries/BZ#BZ,http://www.geonames.org/ontology#population,301000
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#landArea,
http://telegraphis.net/data/countries/BZ#BZ,http://www.geonames.org/ontology#featureCode,http://www.geonames.org/ontology#A.PCL
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#isoNumeric,84
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/BZ#BZ,http://telegraphis.net/ontology/geography/geography#isoAlpha2,BZ
,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://telegraphis.net/ontology/measurement/measurement#Measurement
,http://telegraphis.net/ontology/measurement/measurement#quantityMeasured,http://www.telegraphis.net/ontology/measurement/quantity#Area
,http://telegraphis.net/ontology/measurement/measurement#unit,http://www.telegraphis.net/ontology/measurement/metric#SquareKilometre
,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,102
http://telegraphis.net/data/countries/AO#AO,http://www.w3.org/2002/07/owl#sameAs,http://sws.geonames.org/3351879/
http://telegraphis.net/data/countries/AO#AO,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Angola
http://telegraphis.net/data/countries/AO#AO,http://telegraphis.net/ontology/geography/geography#isoAlpha3,AGO
http://telegraphis.net/data/countries/AO#AO,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/AO#AO,http://www.geonames.org/ontology#featureClass,http://www.geonames.org/ontology#A
http://telegraphis.net/data/countries/AO#AO,http://www.geonames.org/ontology#population,12531000
http://telegraphis.net/data/countries/AO#AO,http://telegraphis.net/ontology/geography/geography#isoNumeric,24
http://telegraphis.net/data/countries/AO#AO,http://telegraphis.net/ontology/geography/geography#landArea,
http://telegraphis.net/data/countries/AO#AO,http://www.geonames.org/ontology#featureCode,http://www.geonames.org/ontology#A.PCL
http://telegraphis.net/data/countries/AO#AO,http://telegraphis.net/ontology/geography/geography#isoAlpha2,AO
http://telegraphis.net/data/countries/AO#AO,http://www.w3.org/2002/07/owl#sameAs,http://www.geonames.org/countries/#AO
http://telegraphis.net/data/countries/AO#AO,http://telegraphis.net/ontology/measurement/code#hasCode,
http://telegraphis.net/data/countries/AO#AO,http://telegraphis.net/ontology/measurement/code#hasCode,
